rank,phase,image,folder,filename,candidate_id,x,y,width,height,center_x,center_y,area_px,mask_major_axis_px,mask_minor_axis_px,lint_fraction,green_fraction,brightness,visibility,measurement_ready_score
7954,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124541_0145_D.JPG,205_Post_Def_rgb,DJI_20250929124541_0145_D.JPG,236,403,3203,69,76,437.5,3241.0,2268,76.421,69.474,0.4455,0.1182,0.4545,0.4273,0.6108
7955,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124529_0139_D.JPG,205_Post_Def_rgb,DJI_20250929124529_0139_D.JPG,31,4356,3446,118,111,4415.0,3501.5,4875,118.105,111.158,0.4412,0.2279,0.4449,0.3713,0.6107
7956,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095811_0325_D.JPG,Part_one_pre_def_rgb,DJI_20250929095811_0325_D.JPG,355,4551,1883,42,35,4572.0,1900.5,821,41.684,34.737,0.5667,0.3,0.7333,0.5667,0.6107
7957,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095833_0336_D.JPG,Part_one_pre_def_rgb,DJI_20250929095833_0336_D.JPG,367,1751,3703,42,35,1772.0,3720.5,821,41.684,34.737,0.5667,0.3,0.7333,0.5667,0.6107
7958,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095921_0360_D.JPG,Part_one_pre_def_rgb,DJI_20250929095921_0360_D.JPG,391,431,1105,42,35,452.0,1122.5,821,41.684,34.737,0.5667,0.3,0.7333,0.5667,0.6107
7959,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095749_0314_D.JPG,Part_one_pre_def_rgb,DJI_20250929095749_0314_D.JPG,285,2466,3244,42,35,2487.0,3261.5,821,41.684,34.737,0.5667,0.0333,0.6333,0.5667,0.6107
7960,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095913_0356_D.JPG,Part_one_pre_def_rgb,DJI_20250929095913_0356_D.JPG,340,132,2932,42,35,153.0,2949.5,821,41.684,34.737,0.5667,0.0333,0.6333,0.5667,0.6107
7961,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095941_0370_D.JPG,Part_one_pre_def_rgb,DJI_20250929095941_0370_D.JPG,173,299,2195,35,63,316.5,2226.5,1303,62.526,34.737,0.6,0.0,0.6222,0.6,0.6107
7962,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124555_0152_D.JPG,205_Post_Def_rgb,DJI_20250929124555_0152_D.JPG,266,1688,2251,76,63,1726.0,2282.5,2124,76.421,62.526,0.4444,0.0404,0.4444,0.4444,0.6107
7963,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124721_0195_D.JPG,205_Post_Def_rgb,DJI_20250929124721_0195_D.JPG,266,3022,1827,83,76,3063.5,1865.0,2172,83.368,76.421,0.4773,0.053,0.4773,0.3409,0.6107
7964,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124535_0142_D.JPG,205_Post_Def_rgb,DJI_20250929124535_0142_D.JPG,135,4029,167,76,90,4067.0,212.0,2848,90.316,76.421,0.4406,0.035,0.4406,0.4126,0.6107
7965,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124739_0204_D.JPG,205_Post_Def_rgb,DJI_20250929124739_0204_D.JPG,156,389,3842,49,111,413.5,3897.5,2606,111.158,48.632,0.5089,0.0446,0.5089,0.4821,0.6107
7966,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124609_0159_D.JPG,205_Post_Def_rgb,DJI_20250929124609_0159_D.JPG,215,3717,3849,63,83,3748.5,3890.5,2220,83.368,62.526,0.463,0.0926,0.4722,0.4259,0.6107
7967,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124711_0190_D.JPG,205_Post_Def_rgb,DJI_20250929124711_0190_D.JPG,204,868,2383,76,83,906.0,2424.5,2510,83.368,76.421,0.4697,0.2197,0.4697,0.3939,0.6107
7968,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124603_0156_D.JPG,205_Post_Def_rgb,DJI_20250929124603_0156_D.JPG,200,2591,3710,69,83,2625.5,3751.5,2462,83.368,69.474,0.4417,0.0417,0.45,0.425,0.6107
7969,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095851_0345_D.JPG,Part_one_pre_def_rgb,DJI_20250929095851_0345_D.JPG,122,2147,2015,49,42,2171.5,2036.0,1110,48.632,41.684,0.5476,0.0476,0.6667,0.5476,0.6107
7970,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124631_0170_D.JPG,205_Post_Def_rgb,DJI_20250929124631_0170_D.JPG,11,3738,3640,292,313,3884.0,3796.5,22009,312.632,291.789,0.3577,0.1392,0.3698,0.2413,0.6107
7971,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124543_0146_D.JPG,205_Post_Def_rgb,DJI_20250929124543_0146_D.JPG,304,3710,21,56,76,3738.0,59.0,1931,76.421,55.579,0.4545,0.0227,0.4545,0.4545,0.6107
7972,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124637_0173_D.JPG,205_Post_Def_rgb,DJI_20250929124637_0173_D.JPG,66,3418,3800,160,153,3498.0,3876.5,6371,159.789,152.842,0.4407,0.0553,0.4605,0.2609,0.6107
7973,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095749_0314_D.JPG,Part_one_pre_def_rgb,DJI_20250929095749_0314_D.JPG,291,2703,848,21,56,2713.5,876.0,772,55.579,20.842,0.6667,0.0,0.6667,0.6667,0.6107
7974,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095821_0330_D.JPG,Part_one_pre_def_rgb,DJI_20250929095821_0330_D.JPG,301,2828,465,21,56,2838.5,493.0,772,55.579,20.842,0.6667,0.0,0.6667,0.6667,0.6107
7975,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095833_0336_D.JPG,Part_one_pre_def_rgb,DJI_20250929095833_0336_D.JPG,380,3488,1744,21,56,3498.5,1772.0,772,55.579,20.842,0.6667,0.0,0.6667,0.6667,0.6107
7976,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095847_0343_D.JPG,Part_one_pre_def_rgb,DJI_20250929095847_0343_D.JPG,260,813,2890,35,42,830.5,2911.0,772,41.684,34.737,0.5333,0.0,0.7333,0.5333,0.6107
7977,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095855_0347_D.JPG,Part_one_pre_def_rgb,DJI_20250929095855_0347_D.JPG,202,1487,1209,21,56,1497.5,1237.0,772,55.579,20.842,0.6667,0.0,0.6667,0.6667,0.6107
7978,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095945_0372_D.JPG,Part_one_pre_def_rgb,DJI_20250929095945_0372_D.JPG,283,1785,3772,35,42,1802.5,3793.0,772,41.684,34.737,0.5667,0.0,0.6667,0.5333,0.6107
7979,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124633_0171_D.JPG,205_Post_Def_rgb,DJI_20250929124633_0171_D.JPG,4,2133,3272,236,681,2251.0,3612.5,55795,680.842,236.211,0.4532,0.0591,0.4694,0.3469,0.6107
7980,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124725_0197_D.JPG,205_Post_Def_rgb,DJI_20250929124725_0197_D.JPG,301,2265,2897,83,63,2306.5,2928.5,2075,83.368,62.526,0.4815,0.1019,0.4815,0.3981,0.6106
7981,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124623_0166_D.JPG,205_Post_Def_rgb,DJI_20250929124623_0166_D.JPG,18,3793,1688,174,139,3880.0,1757.5,8350,173.684,138.947,0.404,0.034,0.408,0.346,0.6106
7982,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124551_0150_D.JPG,205_Post_Def_rgb,DJI_20250929124551_0150_D.JPG,382,4815,2571,56,76,4843.0,2609.0,1834,76.421,55.579,0.4659,0.0227,0.4659,0.4318,0.6106
7983,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124725_0197_D.JPG,205_Post_Def_rgb,DJI_20250929124725_0197_D.JPG,297,4342,1966,76,69,4380.0,2000.5,2075,76.421,69.474,0.4545,0.0182,0.4545,0.3909,0.6106
7984,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095809_0324_D.JPG,Part_one_pre_def_rgb,DJI_20250929095809_0324_D.JPG,399,3578,3515,35,49,3595.5,3539.5,869,48.632,34.737,0.5429,0.0571,0.8,0.5143,0.6106
7985,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095909_0354_D.JPG,Part_one_pre_def_rgb,DJI_20250929095909_0354_D.JPG,281,597,3293,49,35,621.5,3310.5,869,48.632,34.737,0.5714,0.0571,0.7429,0.5143,0.6106
7986,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095805_0322_D.JPG,Part_one_pre_def_rgb,DJI_20250929095805_0322_D.JPG,306,2411,3001,42,42,2432.0,3022.0,917,41.684,41.684,0.5278,0.1667,0.75,0.5278,0.6106
7987,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124719_0194_D.JPG,205_Post_Def_rgb,DJI_20250929124719_0194_D.JPG,360,3015,3668,76,56,3053.0,3696.0,1786,76.421,55.579,0.4886,0.1591,0.4886,0.4205,0.6106
7988,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124613_0161_D.JPG,205_Post_Def_rgb,DJI_20250929124613_0161_D.JPG,98,2973,2230,63,111,3004.5,2285.5,2992,111.158,62.526,0.4792,0.0278,0.4792,0.4306,0.6106
7989,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124641_0175_D.JPG,205_Post_Def_rgb,DJI_20250929124641_0175_D.JPG,30,2362,2001,111,201,2417.5,2101.5,8640,201.474,111.158,0.4246,0.0151,0.4418,0.3858,0.6106
7990,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124615_0162_D.JPG,205_Post_Def_rgb,DJI_20250929124615_0162_D.JPG,138,4412,1049,49,111,4436.5,1104.5,2655,111.158,48.632,0.5,0.0357,0.5089,0.4911,0.6106
7991,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124619_0164_D.JPG,205_Post_Def_rgb,DJI_20250929124619_0164_D.JPG,142,868,3627,90,83,913.0,3668.5,2799,90.316,83.368,0.4487,0.0256,0.4487,0.3718,0.6106
7992,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124605_0157_D.JPG,205_Post_Def_rgb,DJI_20250929124605_0157_D.JPG,110,4863,535,90,83,4908.0,576.5,3089,90.316,83.368,0.4359,0.0897,0.4359,0.4103,0.6106
7993,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124743_0206_D.JPG,205_Post_Def_rgb,DJI_20250929124743_0206_D.JPG,349,4856,2883,63,63,4887.5,2914.5,1689,62.526,62.526,0.4321,0.0123,0.4444,0.4321,0.6106
7994,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124515_0132_D.JPG,205_Post_Def_rgb,DJI_20250929124515_0132_D.JPG,98,2835,3786,83,97,2876.5,3834.5,3330,97.263,83.368,0.4286,0.0238,0.4345,0.4107,0.6106
7995,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095919_0359_D.JPG,Part_one_pre_def_rgb,DJI_20250929095919_0359_D.JPG,181,1716,3425,56,49,1744.0,3449.5,1496,55.579,48.632,0.5536,0.1786,0.6607,0.5536,0.6105
7996,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124605_0157_D.JPG,205_Post_Def_rgb,DJI_20250929124605_0157_D.JPG,46,2105,3668,83,125,2146.5,3730.5,4247,125.053,83.368,0.4537,0.0833,0.4537,0.4074,0.6105
7997,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124711_0190_D.JPG,205_Post_Def_rgb,DJI_20250929124711_0190_D.JPG,272,2522,493,42,97,2543.0,541.5,2075,97.263,41.684,0.5119,0.0595,0.5119,0.5119,0.6105
7998,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095833_0336_D.JPG,Part_one_pre_def_rgb,DJI_20250929095833_0336_D.JPG,230,4175,1313,42,49,4196.0,1337.5,1062,48.632,41.684,0.5714,0.0238,0.6429,0.5238,0.6105
7999,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124653_0181_D.JPG,205_Post_Def_rgb,DJI_20250929124653_0181_D.JPG,156,3752,3411,69,76,3786.5,3449.0,2027,76.421,69.474,0.4636,0.0545,0.4636,0.3818,0.6105
8000,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124725_0197_D.JPG,205_Post_Def_rgb,DJI_20250929124725_0197_D.JPG,310,3668,2571,76,69,3706.0,2605.5,2027,76.421,69.474,0.4636,0.0545,0.4636,0.3818,0.6105
8001,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124545_0147_D.JPG,205_Post_Def_rgb,DJI_20250929124545_0147_D.JPG,259,3092,3356,83,69,3133.5,3390.5,2075,83.368,69.474,0.4833,0.075,0.4833,0.3583,0.6105
8002,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124649_0179_D.JPG,205_Post_Def_rgb,DJI_20250929124649_0179_D.JPG,324,3640,2779,42,63,3661.0,2810.5,1158,62.526,41.684,0.5,0.1296,0.5,0.4444,0.6105
8003,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124651_0180_D.JPG,205_Post_Def_rgb,DJI_20250929124651_0180_D.JPG,82,4544,1035,104,111,4596.0,1090.5,4344,111.158,104.211,0.4208,0.0125,0.4208,0.375,0.6105
8004,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124531_0140_D.JPG,205_Post_Def_rgb,DJI_20250929124531_0140_D.JPG,67,3974,2279,90,97,4019.0,2327.5,3186,97.263,90.316,0.4505,0.0659,0.4505,0.3626,0.6105
8005,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124609_0159_D.JPG,205_Post_Def_rgb,DJI_20250929124609_0159_D.JPG,325,4307,563,69,56,4341.5,591.0,1738,69.474,55.579,0.45,0.025,0.45,0.45,0.6105
8006,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124611_0160_D.JPG,205_Post_Def_rgb,DJI_20250929124611_0160_D.JPG,373,3765,3870,56,69,3793.0,3904.5,1738,69.474,55.579,0.45,0.025,0.45,0.45,0.6105
8007,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124557_0153_D.JPG,205_Post_Def_rgb,DJI_20250929124557_0153_D.JPG,53,3536,3279,111,104,3591.5,3331.0,3958,111.158,104.211,0.4542,0.125,0.4542,0.3417,0.6105
8008,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124633_0171_D.JPG,205_Post_Def_rgb,DJI_20250929124633_0171_D.JPG,18,3564,3717,167,236,3647.5,3835.0,13128,236.211,166.737,0.3873,0.1115,0.402,0.3333,0.6105
8009,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124545_0147_D.JPG,205_Post_Def_rgb,DJI_20250929124545_0147_D.JPG,363,1285,3863,56,69,1313.0,3897.5,1786,69.474,55.579,0.4625,0.175,0.4625,0.4625,0.6105
8010,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124703_0186_D.JPG,205_Post_Def_rgb,DJI_20250929124703_0186_D.JPG,325,709,1306,56,69,737.0,1340.5,1689,69.474,55.579,0.4625,0.075,0.4625,0.4375,0.6105
8011,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124601_0155_D.JPG,205_Post_Def_rgb,DJI_20250929124601_0155_D.JPG,270,3668,3272,76,63,3706.0,3303.5,1931,76.421,62.526,0.4747,0.1212,0.4747,0.404,0.6105
8012,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124521_0135_D.JPG,205_Post_Def_rgb,DJI_20250929124521_0135_D.JPG,92,4238,2883,69,132,4272.5,2949.0,3765,132.0,69.474,0.4842,0.0316,0.4895,0.4105,0.6105
8013,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124611_0160_D.JPG,205_Post_Def_rgb,DJI_20250929124611_0160_D.JPG,204,2591,2195,56,90,2619.0,2240.0,2365,90.316,55.579,0.4712,0.1154,0.4712,0.4712,0.6105
8014,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095821_0330_D.JPG,Part_one_pre_def_rgb,DJI_20250929095821_0330_D.JPG,400,695,3759,35,35,712.5,3776.5,676,34.737,34.737,0.56,0.2,0.68,0.56,0.6104
8015,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095947_0373_D.JPG,Part_one_pre_def_rgb,DJI_20250929095947_0373_D.JPG,345,1772,2577,35,35,1789.5,2594.5,627,34.737,34.737,0.52,0.16,0.8,0.52,0.6104
8016,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124531_0140_D.JPG,205_Post_Def_rgb,DJI_20250929124531_0140_D.JPG,244,3884,3481,69,63,3918.5,3512.5,1979,69.474,62.526,0.4667,0.3111,0.4667,0.4556,0.6104
8017,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124535_0142_D.JPG,205_Post_Def_rgb,DJI_20250929124535_0142_D.JPG,213,3349,160,56,90,3377.0,205.0,2317,90.316,55.579,0.4615,0.0,0.4615,0.4615,0.6104
8018,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124601_0155_D.JPG,205_Post_Def_rgb,DJI_20250929124601_0155_D.JPG,187,2723,2049,63,83,2754.5,2090.5,2268,83.368,62.526,0.463,0.1111,0.463,0.4352,0.6104
8019,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124549_0149_D.JPG,205_Post_Def_rgb,DJI_20250929124549_0149_D.JPG,321,3481,2258,69,63,3515.5,2289.5,1931,69.474,62.526,0.4444,0.0889,0.4444,0.4444,0.6104
8020,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124543_0146_D.JPG,205_Post_Def_rgb,DJI_20250929124543_0146_D.JPG,136,243,3147,69,97,277.5,3195.5,2848,97.263,69.474,0.45,0.0,0.45,0.4214,0.6104
8021,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124741_0205_D.JPG,205_Post_Def_rgb,DJI_20250929124741_0205_D.JPG,135,1730,271,69,97,1764.5,319.5,2848,97.263,69.474,0.4643,0.1143,0.4643,0.4214,0.6104
8022,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095821_0330_D.JPG,Part_one_pre_def_rgb,DJI_20250929095821_0330_D.JPG,149,2084,1702,49,49,2108.5,1726.5,1303,48.632,48.632,0.551,0.1429,0.6327,0.551,0.6104
8023,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124549_0149_D.JPG,205_Post_Def_rgb,DJI_20250929124549_0149_D.JPG,264,3224,3140,49,90,3248.5,3185.0,2172,90.316,48.632,0.5055,0.2857,0.5055,0.4945,0.6104
8024,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124611_0160_D.JPG,205_Post_Def_rgb,DJI_20250929124611_0160_D.JPG,316,917,938,69,63,951.5,969.5,1882,69.474,62.526,0.4444,0.0444,0.4444,0.4333,0.6104
8025,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124629_0169_D.JPG,205_Post_Def_rgb,DJI_20250929124629_0169_D.JPG,23,3786,3272,167,208,3869.5,3376.0,10812,208.421,166.737,0.4083,0.1389,0.4125,0.3111,0.6104
8026,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124633_0171_D.JPG,205_Post_Def_rgb,DJI_20250929124633_0171_D.JPG,340,3432,2119,63,56,3463.5,2147.0,1496,62.526,55.579,0.4583,0.0694,0.4583,0.4306,0.6104
8027,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124515_0132_D.JPG,205_Post_Def_rgb,DJI_20250929124515_0132_D.JPG,114,2848,3627,76,97,2886.0,3675.5,3041,97.263,76.421,0.4416,0.0195,0.4481,0.4091,0.6104
8028,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124731_0200_D.JPG,205_Post_Def_rgb,DJI_20250929124731_0200_D.JPG,179,472,1334,63,97,503.5,1382.5,2558,97.263,62.526,0.4683,0.0,0.4683,0.4206,0.6103
8029,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124603_0156_D.JPG,205_Post_Def_rgb,DJI_20250929124603_0156_D.JPG,173,5065,1167,90,63,5110.0,1198.5,2558,90.316,62.526,0.453,0.0598,0.453,0.453,0.6103
8030,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124623_0166_D.JPG,205_Post_Def_rgb,DJI_20250929124623_0166_D.JPG,141,4370,2960,90,63,4415.0,2991.5,2558,90.316,62.526,0.453,0.0598,0.453,0.453,0.6103
8031,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124647_0178_D.JPG,205_Post_Def_rgb,DJI_20250929124647_0178_D.JPG,136,3821,2543,69,83,3855.5,2584.5,2558,83.368,69.474,0.4417,0.1167,0.45,0.4417,0.6103
8032,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124733_0201_D.JPG,205_Post_Def_rgb,DJI_20250929124733_0201_D.JPG,56,4120,250,118,97,4179.0,298.5,4392,118.105,97.263,0.4328,0.042,0.4328,0.3824,0.6103
8033,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124651_0180_D.JPG,205_Post_Def_rgb,DJI_20250929124651_0180_D.JPG,149,1598,3210,42,111,1619.0,3265.5,2413,111.158,41.684,0.5208,0.0208,0.5312,0.5208,0.6103
8034,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095919_0359_D.JPG,Part_one_pre_def_rgb,DJI_20250929095919_0359_D.JPG,311,1042,3508,35,56,1059.5,3536.0,965,55.579,34.737,0.55,0.075,0.85,0.5,0.6103
8035,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124603_0156_D.JPG,205_Post_Def_rgb,DJI_20250929124603_0156_D.JPG,255,4620,3578,69,76,4654.5,3616.0,2220,76.421,69.474,0.4455,0.0636,0.4455,0.4182,0.6103
8036,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124513_0131_D.JPG,205_Post_Def_rgb,DJI_20250929124513_0131_D.JPG,357,1487,2577,63,56,1518.5,2605.0,1545,62.526,55.579,0.4444,0.0139,0.4444,0.4444,0.6103
8037,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124547_0148_D.JPG,205_Post_Def_rgb,DJI_20250929124547_0148_D.JPG,142,3293,3647,63,104,3324.5,3699.0,2896,104.211,62.526,0.4593,0.0,0.4667,0.4444,0.6103
8038,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124611_0160_D.JPG,205_Post_Def_rgb,DJI_20250929124611_0160_D.JPG,329,1174,3105,83,49,1215.5,3129.5,1882,83.368,48.632,0.4762,0.0,0.4762,0.4643,0.6103
8039,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124509_0129_D.JPG,205_Post_Def_rgb,DJI_20250929124509_0129_D.JPG,151,4544,1452,83,63,4585.5,1483.5,2220,83.368,62.526,0.4537,0.0,0.4537,0.4259,0.6103
8040,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124741_0205_D.JPG,205_Post_Def_rgb,DJI_20250929124741_0205_D.JPG,339,5190,3133,63,69,5221.5,3167.5,1834,69.474,62.526,0.4444,0.0,0.4444,0.4222,0.6103
8041,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124515_0132_D.JPG,205_Post_Def_rgb,DJI_20250929124515_0132_D.JPG,373,1640,3863,49,69,1664.5,3897.5,1400,69.474,48.632,0.4857,0.0143,0.4857,0.4143,0.6103
8042,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124505_0127_D.JPG,205_Post_Def_rgb,DJI_20250929124505_0127_D.JPG,279,403,2459,42,76,424.0,2497.0,1545,76.421,41.684,0.4848,0.0,0.4848,0.4848,0.6103
8043,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124653_0181_D.JPG,205_Post_Def_rgb,DJI_20250929124653_0181_D.JPG,243,2529,3897,76,42,2567.0,3918.0,1545,76.421,41.684,0.4848,0.0,0.4848,0.4848,0.6103
8044,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124709_0189_D.JPG,205_Post_Def_rgb,DJI_20250929124709_0189_D.JPG,7,2501,2661,181,299,2591.5,2810.5,17569,298.737,180.632,0.3757,0.0626,0.3775,0.3256,0.6103
8045,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124601_0155_D.JPG,205_Post_Def_rgb,DJI_20250929124601_0155_D.JPG,326,3613,2188,49,76,3637.5,2226.0,1738,76.421,48.632,0.4675,0.013,0.4675,0.4675,0.6103
8046,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124653_0181_D.JPG,205_Post_Def_rgb,DJI_20250929124653_0181_D.JPG,392,4342,417,49,56,4366.5,445.0,1062,55.579,48.632,0.4821,0.0357,0.4821,0.3929,0.6103
8047,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124637_0173_D.JPG,205_Post_Def_rgb,DJI_20250929124637_0173_D.JPG,346,3119,201,49,63,3143.5,232.5,1255,62.526,48.632,0.4762,0.0,0.4762,0.4127,0.6103
8048,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124703_0186_D.JPG,205_Post_Def_rgb,DJI_20250929124703_0186_D.JPG,303,3828,2098,63,69,3859.5,2132.5,1786,69.474,62.526,0.4556,0.0444,0.4556,0.4111,0.6103
8049,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124729_0199_D.JPG,205_Post_Def_rgb,DJI_20250929124729_0199_D.JPG,316,1000,868,69,69,1034.5,902.5,1882,69.474,69.474,0.45,0.02,0.45,0.39,0.6103
8050,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124615_0162_D.JPG,205_Post_Def_rgb,DJI_20250929124615_0162_D.JPG,158,3363,2848,83,69,3404.5,2882.5,2510,83.368,69.474,0.4333,0.0167,0.4417,0.4333,0.6103
8051,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124649_0179_D.JPG,205_Post_Def_rgb,DJI_20250929124649_0179_D.JPG,240,347,3189,49,69,371.5,3223.5,1496,69.474,48.632,0.4714,0.0143,0.4714,0.4429,0.6103
8052,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124617_0163_D.JPG,205_Post_Def_rgb,DJI_20250929124617_0163_D.JPG,330,4398,3418,42,83,4419.0,3459.5,1641,83.368,41.684,0.5139,0.0972,0.5139,0.4722,0.6103
8053,post,/Volumes/T9/ICML/205_Post_Def_rgb/DJI_20250929124651_0180_D.JPG,205_Post_Def_rgb,DJI_20250929124651_0180_D.JPG,109,4731,1813,63,118,4762.5,1872.0,3282,118.105,62.526,0.4771,0.0261,0.4771,0.4444,0.6103
8054,pre,/Volumes/T9/ICML/Part_one_pre_def_rgb/DJI_20250929095839_0339_D.JPG,Part_one_pre_def_rgb,DJI_20250929095839_0339_D.JPG,243,2119,3411,35,49,2136.5,3435.5,965,48.632,34.737,0.5714,0.2,0.7143,0.5714,0.6103
